epoch,mape
1,1.1168582439422607
2,1.493772268295288
3,2.6701037883758545
4,2.7174530029296875
5,2.729755163192749
6,2.738954782485962
7,3.4154248237609863
8,2.972496271133423
9,2.9561829566955566
10,3.8183486461639404
11,3.6902031898498535
12,4.863058090209961
13,3.6600399017333984
14,3.1917154788970947
15,4.445154190063477
16,4.352601051330566
17,2.7606287002563477
18,2.9298746585845947
19,3.832362174987793
20,2.578784704208374
