epoch,loss
1,50.74039726257324
2,50.5198974609375
3,49.97661033630371
4,49.567890319824215
5,49.4604377746582
6,49.23252899169922
7,49.12607681274414
8,49.087899932861326
9,48.894224090576174
10,48.89716247558594
11,48.77681198120117
12,48.488543014526364
13,48.52102897644043
14,48.13598472595215
15,48.08409324645996
16,48.424625930786135
17,48.03511772155762
18,47.995814895629884
19,47.49087882995605
20,47.530895385742184
