epoch,time
1,0.08682012557983398
2,0.0809943675994873
3,0.07916760444641113
4,0.07706570625305176
5,0.07913899421691895
6,0.08159899711608887
7,0.07534933090209961
8,0.07684540748596191
9,0.09626650810241699
10,0.09331727027893066
11,0.1023564338684082
12,0.08109545707702637
13,0.0855400562286377
14,0.07691836357116699
15,0.07616305351257324
16,0.0767374038696289
17,0.0985105037689209
18,0.08255934715270996
19,0.07696986198425293
20,0.07948541641235352
