epoch,r2
1,-0.0004902487661462285
2,0.008827938602818719
3,0.01925872764920966
4,0.02515229304021771
5,0.023954357622335
6,0.030243048884565416
7,0.03270062105757876
8,0.03546234918151292
9,0.03625962142867667
10,0.03680573759152983
11,0.036533421112714404
12,0.027283263423279136
13,0.042317130436923533
14,0.04118059971524435
15,0.031024994677765205
16,0.03668629013096014
17,0.04161636540955793
18,0.05091398566610694
19,0.04243875326515267
20,0.055378334504900706
